audit_id,priority_rank,priority_name,priority_note,manual_check_status,manual_final_label,manual_final_dimension,manual_decision,manual_note,comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,suggested_label,suggested_dimension,label_change_direction,predicted_umux_label,predicted_umux_dimension,is_prediction_correct,audit_reason,audit_note,word_count,matched_general_praise,matched_usefulness,matched_ease,matched_negative_usability,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant,review_text_lower,audit_text,has_general_praise,has_usefulness_keyword,has_ease_keyword,has_negative_usability_pattern,is_suggestion_different
2056,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,saya buka jmo tidak bisa,buka jmo tidak bisa,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,2,Ease of Use,False,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",5,,,"buka, tidak bisa",tidak bisa buka,positive,0.5719,5.72,5,Muhammad Saputra,2026-03-25 01:35:54,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True,saya buka jmo tidak bisa,saya buka jmo tidak bisa buka jmo tidak bisa,False,False,True,True,True
2057,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,positive,0.5267,5.58,5,Nur Hidayat Fanesa,2026-03-25 01:32:21,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,False,sangat baik,sangat baik sangat baik,True,False,False,False,True
2058,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,puas,puas,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,puas,,,,positive,0.7506,6.25,4,Taufik Rahman,2026-03-25 01:24:54,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,puas,puas puas,True,False,False,False,True
2059,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,positive,0.5267,5.58,5,Deli Rondonuwu,2026-03-25 01:14:37,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,False,sangat bagus,sangat bagus sangat bagus,True,False,False,False,True
2060,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,baik dan bagus,baik bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",3,"bagus, baik",,,,positive,0.5719,5.72,5,Koko Agung,2026-03-25 01:10:24,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True,baik dan bagus,baik dan bagus baik bagus,True,False,False,False,True
2061,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,positive,0.7845,6.35,5,gonsales Karbu,2026-03-25 00:54:37,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.303,0.697,high,False,sangat bagus,sangat bagus sangat bagus,True,False,False,False,True
2062,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,perfect,perfect,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,neutral,0.0,4.0,5,Rizaldi Mantovani,2026-03-25 00:50:47,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False,perfect,perfect perfect,False,False,False,False,True
2064,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,bagus buat celengan .,bagus buat celengan,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",4,bagus,,,,positive,0.5574,5.67,5,Bria Satria,2026-03-25 00:05:09,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.526,0.474,high,True,bagus buat celengan .,bagus buat celengan . bagus buat celengan,True,False,False,False,True
2065,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,positive,0.5859,5.76,5,Ismi,2026-03-24 22:43:07,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.208,0.792,high,False,sangat baik,sangat baik sangat baik,True,False,False,False,True
2066,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,megapa tidak bisa cek saldo,megapa tidak bisa cek saldo,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",5,,saldo,tidak bisa,,positive,0.5859,5.76,5,Ancaargi Ancatayo,2026-03-24 20:16:49,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,megapa tidak bisa cek saldo,megapa tidak bisa cek saldo megapa tidak bisa cek saldo,False,True,True,False,True
2067,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,mantap dan joooossss,mantap joooossss,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",3,mantap,,,,neutral,0.0,4.0,5,Nunung Nurhayati,2026-03-24 20:16:20,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False,mantap dan joooossss,mantap dan joooossss mantap joooossss,True,False,False,False,True
2068,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,MANTAP,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,negative,-0.7003,1.9,5,jejak marcopolo kepaksa,2026-03-24 19:14:30,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.646,0.208,0.146,low,False,mantap,mantap mantap,True,False,False,False,True
2069,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,gak bisa login aplikasi eror,tidak bisa login aplikasi error,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",5,,,"eror, error, gak bisa, login, tidak bisa","aplikasi error, tidak bisa login",positive,0.5267,5.58,1,Jalur Langit,2026-03-24 17:57:22,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,gak bisa login aplikasi eror,gak bisa login aplikasi eror tidak bisa login aplikasi error,False,False,True,True,True
2070,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,neutral,0.0,4.0,5,Ketut Rediasa,2026-03-24 17:48:22,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False,sangat bagus,sangat bagus sangat bagus,True,False,False,False,True
2071,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,positive,0.5574,5.67,4,Heru Siswanto,2026-03-24 17:35:59,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,False,bagus,bagus bagus,True,False,False,False,True
2072,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,ok,,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,ok,,,,positive,0.1027,4.31,5,Agung Saputra,2026-03-24 16:59:12,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.833,0.167,moderate,False,ok,ok ,True,False,False,False,True
2073,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,ok,,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,ok,,,,positive,0.7845,6.35,5,Arin Aprizal,2026-03-24 15:47:37,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.127,0.873,high,False,ok,ok ,True,False,False,False,True
2074,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,oke,oke,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,"ok, oke",,,,positive,0.4939,5.48,4,Fani Cristin,2026-03-24 14:32:28,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,oke,oke oke,True,False,False,False,True
2075,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,oke,oke,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,"ok, oke",,,,negative,-0.34,2.98,5,Robert Lambuaso,2026-03-24 13:55:36,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.258,0.562,0.18,low,False,oke,oke oke,True,False,False,False,True
2076,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,alhamdulillah,alhamdulillah,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,too_short_no_clear_keyword,Komentar sangat pendek dan tidak mengandung keyword UMUX-Lite yang jelas.,1,,,,,positive,0.4404,5.32,5,Nandar Tikombird,2026-03-24 13:35:49,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,alhamdulillah,alhamdulillah alhamdulillah,False,False,False,False,True
2077,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,gimana caranya masuk ke jmo lg saya lupa katasandi dan email no hp yg terdaftar udh gk ada,gimana cara masuk jmo lg lupa katasandi email no hp yg daftar udh tidak,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",18,,,"daftar, masuk",,positive,0.3156,4.95,5,Dati 27,2026-03-24 13:35:37,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.603,0.397,moderate,False,gimana caranya masuk ke jmo lg saya lupa katasandi dan email no hp yg terdaftar udh gk ada,gimana caranya masuk ke jmo lg saya lupa katasandi dan email no hp yg terdaftar udh gk ada gimana cara masuk jmo lg lupa katasandi email no hp yg daftar udh tidak,False,False,True,False,True
2078,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,good,,,,neutral,0.0,4.0,5,Nyoman Artayasa,2026-03-24 13:08:09,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False,good,good good,True,False,False,False,True
2079,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,bagusss,bagusss,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,positive,0.5574,5.67,5,Aby Cahya,2026-03-24 12:17:07,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.526,0.474,high,False,bagusss,bagusss bagusss,True,False,False,False,True
2080,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,terbaik,baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,"baik, terbaik",,,,positive,0.5267,5.58,5,Kanurua mangaaleng,2026-03-24 11:57:21,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,terbaik,terbaik baik,True,False,False,False,True
2081,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,kenapa gak bisa di buka ..padahal tadi nya bisa dibuka ..udah di hapus instal lagi terus aja gitu tapi masih aja GK bisa di buka,tidak bisa buka padahal tadi nya bisa buka udah hapus instal terus aja gitu aja tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",25,,,"buka, gak bisa, tidak bisa",tidak bisa buka,positive,0.296,4.89,1,Wah yudi,2026-03-24 11:10:56,0,Tidak relevan dengan pertanyaan manapun,0,0.229,0.312,0.458,moderate,False,kenapa gak bisa di buka ..padahal tadi nya bisa dibuka ..udah di hapus instal lagi terus aja gitu tapi masih aja gk bisa di buka,kenapa gak bisa di buka ..padahal tadi nya bisa dibuka ..udah di hapus instal lagi terus aja gitu tapi masih aja gk bisa di buka tidak bisa buka padahal tadi nya bisa buka udah hapus instal terus aja gitu aja tidak bisa buka,False,False,True,True,True
2082,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,bagus,,,,neutral,0.0,4.0,5,Ocih Nayla,2026-03-24 11:08:48,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False,bagus,bagus bagus,True,False,False,False,True
2083,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,nggak bisa di buka apk nya tolong di perbaiki,tidak bisa buka aplikasi nya baik,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",9,baik,,"buka, gak bisa, nggak bisa, tidak bisa",tidak bisa buka,positive,0.4588,5.38,1,Dirwanto Sirait,2026-03-24 10:01:29,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.25,0.75,high,False,nggak bisa di buka apk nya tolong di perbaiki,nggak bisa di buka apk nya tolong di perbaiki tidak bisa buka aplikasi nya baik,True,False,True,True,True
2085,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,lebih baik,lebih baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,positive,0.4404,5.32,5,Agung Nugraha,2026-03-24 08:57:50,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,lebih baik,lebih baik lebih baik,True,False,False,False,True
2086,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,good,,,,positive,0.4939,5.48,5,Supri Yadi,2026-03-24 08:54:21,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.238,0.762,high,False,good,good good,True,False,False,False,True
2087,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,goodjob,goodjob,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,good,,,,positive,0.4588,5.38,5,Abdul Wahid Nur,2026-03-24 08:44:31,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False,goodjob,goodjob goodjob,True,False,False,False,True
2088,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,baik sekali,baik sekali,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,positive,0.4588,5.38,5,Marny Baghe,2026-03-24 08:11:31,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,baik sekali,baik sekali baik sekali,True,False,False,False,True
2089,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,luar biasa,luar biasa,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,luar biasa,,,,positive,0.5574,5.67,5,Meza Luna,2026-03-24 08:04:32,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.357,0.643,high,False,luar biasa,luar biasa luar biasa,True,False,False,False,True
2090,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,terbaik👍💯,baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,"baik, terbaik",,,,neutral,0.0,4.0,5,Tit0 Pasar!boe,2026-03-24 07:38:34,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False,terbaik👍💯,terbaik👍💯 baik,True,False,False,False,True
2091,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,luar biasa.,luar biasa,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,luar biasa,,,,positive,0.1027,4.31,5,MCKN Surabaya,2026-03-24 07:00:54,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.682,0.318,moderate,False,luar biasa.,luar biasa. luar biasa,True,False,False,False,True
2092,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,mantap...,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,neutral,0.0,4.0,5,Acengyadirayadi Rayadi,2026-03-24 06:49:29,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False,mantap...,mantap... mantap,True,False,False,False,True
2093,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,ok,,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,ok,,,,positive,0.4588,5.38,5,Suratno 2009,2026-03-24 06:11:53,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.5,0.5,high,False,ok,ok ,True,False,False,False,True
2094,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,baik,,,,positive,0.1027,4.31,5,Lori Beu,2026-03-24 05:27:16,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.851,0.149,moderate,False,sangat baik,sangat baik sangat baik,True,False,False,False,True
2095,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,semoga selalu menjadi yang terbaik,moga selalu jadi baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",5,"baik, terbaik",,,,neutral,0.0,4.0,5,dultalji Dul,2026-03-24 05:09:15,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,True,semoga selalu menjadi yang terbaik,semoga selalu menjadi yang terbaik moga selalu jadi baik,True,False,False,False,True
2096,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,ok,,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,ok,,,,positive,0.5859,5.76,3,DERMIN DOLOKSARIBU,2026-03-24 04:26:43,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,ok,ok ,True,False,False,False,True
2097,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",1,mantap,,,,positive,0.4588,5.38,5,Amenesi Zega,2026-03-24 04:22:18,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False,mantap,mantap mantap,True,False,False,False,True
